0.13236673	0.3457605	-0.5737512	-0.32367995	-0.38971397	0.3005821	0.5162988
0.64279073	0.78332186	-0.94793403	-0.72860456	-0.8023105	0.7541499	0.8700791
-1.6197586	-1.945918	2.2977722	1.8378108	1.9010447	-1.8288394	-2.0686936
2.7933817	3.2144392	-3.54903	-3.1252072	-3.1624787	3.08062	3.392219
0.08610179	0.18336163	-0.15361667	-0.1516345	-0.14254339	0.13719626	0.17528133
0.53411615	0.74831104	-0.85737044	-0.63726276	-0.753942	0.7209555	0.7390169
-0.62809116	-0.73948	0.81141454	0.69131756	0.7578985	-0.6725669	-0.84028655
-0.16942164	-0.1064971	0.08714696	0.1362087	0.15411928	-0.09180595	-0.075936034
0.31771043	0.46471307	-0.6282015	-0.45229486	-0.5058274	0.45416	0.483583
3.669552	3.8843174	-4.1380134	-3.883576	-3.9337423	3.7573256	3.9966624
6.3849955	6.6878104	-7.0345926	-6.605737	-6.733714	6.560485	6.860167
-3.73654	-4.1043143	4.3619056	4.0675945	4.10798	-3.9793196	-4.221175
0.078071065	0.162811	-0.23097026	-0.10235904	-0.15502843	0.09313505	0.18655308
0.63729525	0.6469258	-0.6057262	-0.6354965	-0.61199546	0.6615525	0.65936536
-0.4672445	-0.43420205	0.4461234	0.41731086	0.45214215	-0.4757484	-0.47179842
-0.4646919	-0.42188984	0.450113	0.48769107	0.4880357	-0.47409096	-0.44859853
-2.002603	-2.1117792	2.2936401	2.1476965	2.1207414	-2.0785162	-2.3185794
1.657946	1.8381795	-1.9941198	-1.8045775	-1.8564578	1.7225317	1.9393039
-0.16884051	-0.10723804	0.13403633	0.14847624	0.16041593	-0.12307436	-0.14259171
0.60228795	0.7772158	-0.80193293	-0.707981	-0.68000203	0.67443776	0.8524487
-0.59873116	-0.6302032	0.54652315	0.5720327	0.61399686	-0.6495651	-0.5944914
0.12537216	0.20198141	-0.21702345	-0.17865123	-0.19765909	0.1276925	0.2215305
-0.5840862	-0.57982963	0.5464336	0.57076544	0.5617592	-0.6165296	-0.47832996
1.3553525	1.5282216	-1.6349883	-1.4713084	-1.460158	1.5172606	1.544352
-4.096086	-4.367757	4.5856586	4.3264165	4.420802	-4.316039	-4.557399
1.1096967	1.1517432	-1.3017408	-1.1449152	-1.1313939	1.11747	1.1775124
0.880015	1.0150324	-1.1659604	-1.0461949	-1.0303789	1.0311522	1.0754154
-0.027551884	0.04088614	-0.003924533	0.03746242	0.0015918823	-0.0063765813	0.048907153
0.52178085	0.5022907	-0.50511736	-0.52175665	-0.56991	0.48017737	0.54435825
0.18193689	0.089544006	-0.079816826	-0.13949762	-0.13018867	0.15248892	0.12917319
0.6530993	0.6940214	-0.74046224	-0.74586135	-0.7114473	0.70549816	0.66046894
-0.8297711	-0.98876214	1.1999848	1.0343633	0.9940288	-0.8975373	-1.0399495
-0.10316337	-0.06927935	0.13073912	0.14661855	0.11338207	-0.14178836	-0.13398485
0.54441	0.60103995	-0.6985824	-0.58027726	-0.6126109	0.6274463	0.6279768
1.2422473	1.3312905	-1.4765711	-1.313811	-1.401775	1.3426815	1.4285291
-0.8733573	-0.86477596	0.9005842	0.8763897	0.8415117	-0.82248384	-0.9110595
2.3502774	2.3760803	-2.3138483	-2.4138494	-2.3687196	2.3651145	2.3164303
